Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerGrowthScore,PromotionDelayCategory,TrainingNeedIndicator,CareerStage,HighPromotionGap,CareerCluster,PC1,PC2,HC_Cluster,CareerClusterName
46,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,2288,6,No,13,3,3,0,26,2,1,3,2,0,1,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,14.3,Recent,0,Mid,0,0,-1.3055319162254404,1.4748651706924885,2,Fast-track Performers
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,19225,0,No,15,3,3,0,6,2,3,5,4,4,3,0.8,0.8,0.4,0.6,4.5,Delayed,0,Mid,0,0,0.7639856946297227,-2.389471752983338,1,Fast-track Performers
54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,No,11,3,3,0,19,3,3,1,0,0,0,0.0,0.0,3.0,0.0,11.1,Recent,0,Early,0,0,-3.4182667651163414,0.5420458536867402,2,Fast-track Performers
34,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,0.7142857142857143,0.4285714285714285,0.4285714285714285,1.0,4.199999999999999,Delayed,0,Senior,1,1,1.2714003269571235,-1.9060866521456092,1,Stable Contributors
46,0,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,11563,2,Yes,19,3,3,1,15,3,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,12.9,Recent,0,Mid,0,0,-0.8850206260040794,0.3808510175533105,2,Fast-track Performers
31,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,14394,1,No,25,4,4,1,13,6,4,13,8,0,8,0.0,0.6153846153846154,0.4615384615384615,0.6153846153846154,18.5,Recent,0,Senior,0,1,0.31521815791756763,3.409784739989547,1,Stable Contributors
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,24619,7,Yes,12,3,4,0,15,2,4,7,6,7,7,1.0,0.8571428571428571,0.2857142857142857,1.0,5.199999999999999,Critical,0,Senior,1,1,2.7409222201842285,-1.674612004680472,1,Stable Contributors
33,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,6705,7,No,13,3,1,3,8,2,3,4,3,1,3,0.25,0.75,0.5,0.75,7.300000000000001,Recent,0,Mid,0,0,-0.2925221262775523,-1.240867645001426,2,Fast-track Performers
30,0,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,18398,0,No,14,3,1,0,4,3,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,8.4,Recent,0,Mid,0,0,-0.9422103140411842,-1.1180779366492681,2,Fast-track Performers
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,14295,4,Yes,12,3,3,0,10,2,3,8,7,0,0,0.0,0.875,0.25,0.0,12.2,Recent,0,Senior,0,0,-0.5197544946575506,1.255567168967815,2,Fast-track Performers
31,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,22908,3,No,12,3,1,0,12,2,3,1,0,0,0,0.0,0.0,2.0,0.0,12.2,Recent,0,Early,0,0,-2.9265501425719336,1.0091889913748144,2,Fast-track Performers
34,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.5,Recent,0,Mid,0,0,-1.0255705839578761,0.6770356462781264,2,Fast-track Performers
42,0,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,9260,4,No,17,3,4,1,8,4,3,2,2,2,0,1.0,1.0,2.0,0.0,8.7,Moderate,0,Early,0,0,-1.312836179092601,-1.937874332447861,1,Fast-track Performers
36,0,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,15318,1,No,14,3,4,0,10,3,2,10,3,9,7,0.9,0.3,0.3,0.7,4.4,Critical,0,Senior,1,1,2.1764194534436196,-1.0882869516647717,1,Stable Contributors
22,1,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,9129,5,No,16,3,3,0,4,3,3,2,2,1,2,0.5,1.0,1.5,1.0,8.6,Recent,0,Early,0,0,-0.6199495021528181,-1.7644646050996315,2,Fast-track Performers
48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7,0.6666666666666666,0.7777777777777778,0.2222222222222222,0.7777777777777778,4.4,Delayed,0,Senior,1,1,2.3304153343291505,-1.3936345110580586,1,Stable Contributors
55,0,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,0.7,0.9,0.2,0.7,9.3,Critical,0,Senior,1,1,2.8288537780172427,0.18731014684125236,1,Stable Contributors
41,0,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,13430,7,No,14,3,4,0,16,3,3,14,3,1,10,0.0714285714285714,0.2142857142857142,0.2142857142857142,0.7142857142857143,10.4,Recent,0,Senior,0,1,0.6421745649024355,1.303348304215312,2,Stable Contributors
35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,18659,9,No,11,3,3,0,15,2,3,11,9,6,9,0.5454545454545454,0.8181818181818182,0.1818181818181818,0.8181818181818182,4.1,Delayed,0,Senior,1,1,2.925309477342906,-1.005027792097253,1,Stable Contributors
40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,20364,7,No,15,3,3,0,22,3,3,20,6,5,13,0.25,0.3,0.15,0.65,10.5,Delayed,0,Veteran,1,1,2.7110123681436256,2.329387665117202,1,Stable Contributors
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,17872,1,No,11,3,1,1,8,3,3,8,3,0,7,0.0,0.375,0.375,0.875,9.1,Recent,0,Senior,0,0,-0.17895074720087586,0.1715885270912153,2,Fast-track Performers
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5,0.0,0.8333333333333334,0.3333333333333333,0.8333333333333334,10.3,Recent,0,Mid,0,0,0.15227939265167179,0.23131395970174018,2,Fast-track Performers
42,0,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Yes,21,4,4,1,10,5,2,10,9,5,8,0.5,0.9,0.5,0.8,12.1,Delayed,0,Senior,1,1,1.9814112623355837,1.015603629307524,1,Stable Contributors
45,0,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,No,19,3,2,1,9,3,4,8,7,3,7,0.375,0.875,0.375,0.875,8.9,Moderate,0,Senior,0,1,1.422082846805479,-0.20221260379000497,1,Stable Contributors
26,1,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,22808,0,Yes,11,3,2,1,8,2,2,7,7,1,0,0.1428571428571428,1.0,0.2857142857142857,0.0,7.1,Recent,0,Senior,0,0,-0.3126375419932051,-0.702528155534314,2,Fast-track Performers
29,0,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,9.2,Recent,0,Mid,0,0,-0.6440460191770297,-0.726157108112425,2,Fast-track Performers
33,0,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,22578,4,No,19,3,3,1,10,2,3,6,1,0,5,0.0,0.1666666666666666,0.3333333333333333,0.8333333333333334,14.9,Recent,0,Mid,0,0,-0.7076570985573267,1.9596826565370344,2,Fast-track Performers
31,0,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1,0.0,0.8,0.6,0.2,15.1,Recent,0,Mid,0,0,-1.2337870761821843,1.5252866372627731,2,Fast-track Performers
18,1,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Yes,14,3,4,0,0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,9.4,Recent,0,Early,0,0,-2.582416625981779,-0.038987834986266234,2,Fast-track Performers
40,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,11373,3,No,15,3,3,1,20,2,3,1,0,0,1,0.0,0.0,2.0,1.0,12.5,Recent,0,Early,0,0,-2.153052789429344,0.597020875407726,2,Fast-track Performers
41,0,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,0.0,0.875,0.375,0.875,11.7,Recent,0,Senior,0,1,0.6207461275855011,0.8604266928341157,1,Stable Contributors
26,0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,No,12,3,1,2,8,5,3,0,0,0,0,0.0,0.0,0.0,0.0,13.2,Recent,0,Early,0,0,-2.7807241402329135,1.2567108096488568,2,Fast-track Performers
35,0,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,6698,1,No,16,3,4,0,5,3,3,5,4,0,3,0.0,0.8,0.6,0.6,11.6,Recent,0,Mid,0,0,-0.6722811191055212,0.4977001295852483,2,Fast-track Performers
34,0,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,19921,1,No,12,3,4,0,10,3,3,10,7,5,7,0.5,0.7,0.3,0.7,6.199999999999999,Delayed,0,Senior,1,1,1.8492972773510394,-0.5605912332272347,1,Stable Contributors
26,1,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,23213,1,Yes,18,3,2,0,1,3,1,1,0,0,0,0.0,0.0,3.0,0.0,9.8,Recent,0,Early,0,0,-3.515194945470773,-0.06689034050001907,2,Fast-track Performers
37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,0.1666666666666666,0.8333333333333334,0.5,0.3333333333333333,12.7,Recent,0,Mid,0,0,-0.3966628333658007,0.9697122093287451,2,Fast-track Performers
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,8984,5,No,11,3,4,0,28,3,2,2,2,1,2,0.5,1.0,1.5,1.0,12.1,Recent,0,Early,0,0,-0.49082998639373504,-0.4134601592281371,1,Fast-track Performers
41,0,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,5626,7,No,16,3,2,1,22,2,3,18,16,11,8,0.6111111111111112,0.8888888888888888,0.1111111111111111,0.4444444444444444,3.6,Critical,0,Veteran,1,1,4.928584215965394,0.22908339098436248,1,Stable Contributors
37,0,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,24666,1,No,13,3,4,1,9,6,3,9,5,7,7,0.7777777777777778,0.5555555555555556,0.6666666666666666,0.7777777777777778,9.3,Critical,0,Senior,1,1,1.6059602961950965,0.20299460898514018,2,Stable Contributors
52,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9,0.6,0.9,0.3,0.9,5.199999999999999,Delayed,0,Senior,1,1,2.833036019307675,-0.907052889018176,1,Stable Contributors
32,1,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,No,12,3,4,0,6,2,3,4,2,1,2,0.25,0.5,0.5,0.5,9.2,Recent,0,Mid,0,0,-0.8072186406002123,-0.3661619445919291,2,Fast-track Performers
24,0,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,5530,0,No,13,3,3,2,3,3,3,2,2,2,1,1.0,1.0,1.5,0.5,7.300000000000001,Moderate,0,Early,0,0,-0.5386178761983353,-2.4806451905959253,1,Fast-track Performers
38,0,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,22174,3,No,19,3,3,1,18,4,3,1,0,0,0,0.0,0.0,4.0,0.0,12.9,Recent,0,Early,0,0,-3.928142931661483,0.9205181235151603,2,Fast-track Performers
37,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,15701,6,No,12,3,2,1,8,2,2,6,5,4,3,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.5,6.199999999999999,Delayed,0,Mid,0,1,0.9000215602635828,-1.4065283215506166,1,Stable Contributors
49,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Yes,17,3,3,1,31,5,3,31,9,0,9,0.0,0.2903225806451613,0.1612903225806451,0.2903225806451613,19.7,Recent,0,Veteran,0,1,1.7024534888640777,5.677569863931343,1,Stable Contributors
24,0,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,21630,1,Yes,11,3,2,2,6,3,3,6,5,1,4,0.1666666666666666,0.8333333333333334,0.5,0.6666666666666666,8.1,Recent,0,Mid,0,0,0.008113807542217463,-0.6030641516288866,1,Fast-track Performers
26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,7428,1,No,20,4,4,2,6,5,4,5,3,1,4,0.2,0.6,1.0,0.8,14.0,Recent,0,Mid,0,0,-0.8410835206715708,0.8609034017714439,2,Fast-track Performers
24,0,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,9100,1,No,21,4,4,1,1,2,3,1,0,0,0,0.0,0.0,2.0,0.0,10.1,Recent,0,Early,0,0,-3.1563714171417865,-0.134721142833162,2,Fast-track Performers
50,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,7999,1,No,11,3,3,1,32,2,3,32,5,10,7,0.3125,0.15625,0.0625,0.21875,6.100000000000001,Critical,0,Veteran,1,1,3.5205940568208782,2.168158459397414,1,Stable Contributors
25,0,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,0.0,0.5714285714285714,0.1428571428571428,0.8571428571428571,7.1,Recent,1,Senior,0,0,0.21291290287759973,-0.6008470330464175,2,Fast-track Performers
24,1,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,14168,1,Yes,16,3,4,1,6,4,3,6,3,1,2,0.1666666666666666,0.5,0.6666666666666666,0.3333333333333333,9.6,Recent,0,Mid,0,0,-1.1210092601001496,-0.06403443666316189,2,Fast-track Performers
30,1,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,14470,1,No,18,3,3,1,1,2,4,1,0,0,0,0.0,0.0,2.0,0.0,8.8,Recent,0,Early,0,0,-3.0628626411032145,-0.3270230036635715,2,Fast-track Performers
34,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,22794,1,Yes,13,3,4,1,6,3,3,6,5,1,3,0.1666666666666666,0.8333333333333334,0.5,0.5,8.3,Recent,0,Mid,0,0,-0.23365883108864074,-0.5439517720016973,1,Fast-track Performers
31,1,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,11512,2,No,17,3,3,0,9,2,1,3,1,1,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,9.7,Recent,0,Mid,0,0,-1.021149958159883,-0.49628562847164287,2,Fast-track Performers
35,0,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,11.4,Recent,0,Mid,0,0,-1.3021559305054369,0.24073746524195772,2,Fast-track Performers
31,0,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,6219,4,No,22,4,4,2,13,4,4,7,7,5,7,0.7142857142857143,1.0,0.5714285714285714,1.0,9.2,Delayed,0,Senior,1,1,1.843370090276856,-0.7541840255340476,1,Stable Contributors
27,0,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,5013,0,No,12,3,3,2,6,5,2,5,3,0,3,0.0,0.6,1.0,0.6,11.2,Recent,0,Mid,0,0,-1.3286504796276155,0.3944515019809439,2,Fast-track Performers
37,0,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,3010,4,Yes,11,3,3,1,17,3,2,3,0,1,0,0.3333333333333333,0.0,1.0,0.0,10.1,Recent,0,Mid,0,0,-2.2381813125412857,0.09170866394452587,2,Fast-track Performers
20,0,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,11757,1,No,13,3,4,0,1,0,4,1,0,0,0,0.0,0.0,0.0,0.0,6.3,Recent,1,Early,0,0,-2.1222331185071077,-0.9212505841562189,2,Fast-track Performers
42,0,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,5718,1,No,13,3,2,2,10,4,3,10,2,2,2,0.2,0.2,0.4,0.2,10.3,Moderate,0,Senior,0,0,-0.9070245015291134,0.7872306389620193,2,Fast-track Performers
43,0,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Yes,14,3,3,1,21,3,2,1,0,0,0,0.0,0.0,3.0,0.0,15.4,Recent,0,Early,0,0,-3.3466911115348412,2.011389906223102,2,Fast-track Performers
38,0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,14561,3,No,17,3,4,0,8,3,2,0,0,0,0,0.0,0.0,0.0,0.0,9.7,Recent,0,Early,0,0,-2.6039955742983723,0.005389517513058883,2,Fast-track Performers
43,0,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7,0.5,0.875,0.375,0.875,7.300000000000001,Delayed,0,Senior,0,1,1.7371483050267902,-0.6550420415521013,1,Stable Contributors
48,0,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,17997,7,No,11,3,1,1,21,3,1,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,15.1,Recent,0,Mid,0,0,-1.1874223802907495,1.621326812779669,2,Fast-track Performers
44,0,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,0.0,1.0,0.5,1.0,9.1,Recent,1,Early,0,0,-0.46965479467637516,-0.8203383633915017,2,Fast-track Performers
34,0,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,2912,1,Yes,18,3,4,2,8,3,3,8,2,0,6,0.0,0.25,0.375,0.75,9.8,Recent,0,Senior,0,0,-0.6273731858917168,0.3114122336772419,2,Fast-track Performers
27,1,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,16346,0,No,11,3,2,1,5,3,3,4,3,0,2,0.0,0.75,0.75,0.5,9.1,Recent,0,Mid,0,0,-1.125278190611227,-0.3699609060301774,2,Fast-track Performers
21,0,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,No,11,3,3,0,3,2,3,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.1,Recent,0,Mid,0,0,-0.6834303373538788,-1.4534329089640519,2,Fast-track Performers
44,0,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Yes,12,3,1,1,26,2,4,2,2,0,1,0.0,1.0,1.0,0.5,16.2,Recent,0,Early,0,0,-1.0825622464069065,1.8155051923127923,2,Fast-track Performers
22,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2,1.0,1.0,1.5,1.0,9.0,Moderate,0,Early,0,0,-0.20643605889014768,-2.4295082005962305,1,Fast-track Performers
33,0,Travel_Rarely,1216,Sales,8,4,Marketing,3,Male,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2,0.2,0.0,0.6,0.4,10.2,Recent,0,Mid,0,0,-1.574092133829529,0.3158963700111018,2,Fast-track Performers
32,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5,0.0,0.6666666666666666,0.3333333333333333,0.8333333333333334,10.2,Recent,0,Mid,0,0,-0.06801092369460675,0.2701833318185334,2,Fast-track Performers
30,0,Travel_Frequently,160,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0,0.0,0.0,2.0,0.0,10.0,Recent,0,Early,0,0,-3.1491784343695883,-0.14951359366627037,2,Fast-track Performers
53,0,Travel_Rarely,238,Sales,1,1,Medical,4,Female,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10,0.5714285714285714,0.5,0.1428571428571428,0.7142857142857143,4.0,Critical,0,Senior,1,1,2.990965981016937,-0.7844666619299436,1,Stable Contributors
34,0,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,0.8,0.9,0.4,0.8,2.1999999999999997,Critical,0,Senior,1,1,2.9540895715483746,-1.9828045546132016,1,Stable Contributors
45,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,0.0,1.0,4.0,0.0,12.4,Recent,0,Early,0,0,-3.096416088665078,0.2816570337730247,2,Fast-track Performers
26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.3,Recent,0,Mid,0,0,-1.1043392203115745,-0.7775159554251271,2,Fast-track Performers
37,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,0.7,0.7,0.2,0.8,5.5,Critical,0,Senior,1,1,2.7296796523501596,-0.761277633014222,1,Stable Contributors
29,0,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2,0.1666666666666666,0.0,0.8333333333333334,0.3333333333333333,12.4,Recent,0,Mid,0,0,-1.9259141003336362,1.0785383395172794,2,Fast-track Performers
35,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8,0.6470588235294118,0.6470588235294118,0.1764705882352941,0.4705882352941176,0.3000000000000007,Critical,0,Veteran,1,1,3.9491850397608097,-1.145283363048781,1,Stable Contributors
33,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7,0.3076923076923077,0.8461538461538461,0.1538461538461538,0.5384615384615384,8.3,Delayed,0,Senior,0,1,2.196830979218121,0.2483228534541186,1,Stable Contributors
54,0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,0.7777777777777778,0.7777777777777778,0.1111111111111111,0.1111111111111111,4.5,Critical,1,Senior,1,1,1.6609792729078559,-1.3065178888316964,1,Stable Contributors
36,0,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.1,Recent,0,Mid,0,0,-1.0433759538181315,-0.09461750707282572,2,Fast-track Performers
27,0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,0.25,0.5,0.0,0.25,5.3,Recent,1,Mid,0,0,-0.7245253225029797,-1.5812900455597148,2,Fast-track Performers
20,1,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,1.0,0.0,5.0,1.0,10.1,Recent,0,Early,0,0,-2.737140317287461,-1.6562731114934324,2,Fast-track Performers
